year,month,day,time,foF2,foF2_
2016,9,21,10,5.2,5.2
2016,9,21,11,5.4,5.4
2016,9,21,12,5.8,5.8
2016,9,21,13,6.8,6.8
2016,9,21,14,7.6,7.6
2016,9,21,15,7.4,7.4
2016,9,21,16,7.9,7.9
2016,9,21,17,8.9,8.9
2016,9,21,18,9.3,9.3
2016,9,21,19,9.9,9.9
2016,9,21,20,10.9,10.9
2016,9,21,21,10.7,10.7
2016,9,21,22,10.3,10.3
2016,9,21,23,9.7,9.7
2016,9,22,0,10.4,9.7
2016,9,22,1,6.8,7.1
2016,9,22,2,5.7,5.7
2016,9,22,3,5.1,5.1
2016,9,22,4,4.6,4.6
2016,9,22,5,4.3,4.3
2016,9,22,6,4.4,4.4
2016,9,22,7,4.6,4.6
2016,9,22,8,C,C
2016,9,22,9,2.1,2.1
2016,9,22,10,3.1,3.1
2016,9,22,11,5.4,5.4
2016,9,22,12,5.6,5.7
2016,9,22,13,5.8,5.8
2016,9,22,14,6.0,6.0
2016,9,22,15,6.8,6.8
2016,9,22,16,8.6,8.6
2016,9,22,17,10.4,10.4
2016,9,22,18,10.6,10.6
2016,9,22,19,11.1,11.1
2016,9,22,20,10.6,10.6
2016,9,22,21,10.0,10.0
2016,9,22,22,9.1,9.1
2016,9,22,23,8.1,8.1
2016,9,23,0,7.2,7.2
2016,9,23,1,5.7,5.7
2016,9,23,2,4.8,4.8
2016,9,23,3,4.1,4.1
2016,9,23,4,4.4,4.4
2016,9,23,5,4.6,4.6
2016,9,23,6,3.9,3.9
2016,9,23,7,3.6,3.6
2016,9,23,8,3.4,3.4
2016,9,23,9,2.7,2.7
2016,9,23,10,3.1,3.1
2016,9,23,11,5.3,5.3
2016,9,23,12,6.1,6.1
2016,9,23,13,6.5,6.5
2016,9,23,14,7.3,7.3
2016,9,23,15,7.2,7.2
2016,9,23,16,8.6,8.6
2016,9,23,17,9.0,9.0
2016,9,23,18,10.1,10.1
2016,9,23,19,10.9,10.6
2016,9,23,20,12.3,12.3
2016,9,23,21,13.9,13.9
2016,9,23,22,13.8,13.8
2016,9,23,23,10.8,10.8
