year,month,day,time,foF2,foF2_
2016,8,1,0,C,C
2016,8,1,1,3.6,3.6
2016,8,1,2,3.3,3.3
2016,8,1,3,3.2,3.2
2016,8,1,4,C,C
2016,8,1,5,4.8,4.8
2016,8,1,6,4.2,4.2
2016,8,1,7,7.0,7.0
2016,8,1,8,C,C
2016,8,1,9,C,C
2016,8,1,10,C,C
2016,8,1,11,2.9,2.9
2016,8,1,12,4.6,4.7
2016,8,1,13,5.0,5.0
2016,8,1,14,5.6,6.0
2016,8,1,15,6.4,6.4
2016,8,1,16,7.0,7.0
2016,8,1,17,9.6,9.6
2016,8,1,18,7.0,6.8
2016,8,1,19,8.6,8.6
2016,8,1,20,6.6,6.6
2016,8,1,21,5.6,5.6
2016,8,1,22,4.3,4.3
2016,8,1,23,3.5,3.7
2016,8,2,0,2.9,2.9
2016,8,2,1,2.9,3.1
2016,8,2,2,3.3,3.3
2016,8,2,3,3.5,3.5
2016,8,2,4,3.5,3.7
2016,8,2,5,3.5,3.2
2016,8,2,6,3.2,3.2
2016,8,2,7,2.8,2.5
2016,8,2,8,3.0,3.0
2016,8,2,9,C,C
2016,8,2,10,C,C
2016,8,2,11,2.9,2.9
2016,8,2,12,4.8,4.8
2016,8,2,13,4.8,4.8
2016,8,2,14,5.1,5.1
2016,8,2,15,4.9,4.9
2016,8,2,16,6.4,6.4
2016,8,2,17,7.2,7.0
2016,8,2,18,5.9,5.9
2016,8,2,19,5.1,5.1
2016,8,2,20,6.4,6.4
2016,8,2,21,7.1,7.0
2016,8,2,22,5.5,5.5
2016,8,2,23,6.0,6.0
2016,8,3,0,3.9,4.8
2016,8,3,1,3.7,3.7
2016,8,3,2,3.9,3.9
2016,8,3,3,4.7,4.5
2016,8,3,4,5.6,5.6
2016,8,3,5,2.7,2.7
2016,8,3,6,2.0,2.1
2016,8,3,7,C,2.1
2016,8,3,8,2.3,2.3
2016,8,3,9,C,C
2016,8,3,10,3.0,3.0
2016,8,3,11,3.7,3.7
2016,8,3,12,4.5,4.5
2016,8,3,13,6.4,6.4
2016,8,3,14,6.4,6.4
2016,8,3,15,5.9,5.9
2016,8,3,16,5.9,5.7
2016,8,3,17,C,C
2016,8,3,18,C,C
2016,8,3,19,C,8.9
2016,8,3,20,9.8,9.8
2016,8,3,21,10.1,10.1
2016,8,3,22,8.2,8.2
2016,8,3,23,C,C
2016,8,4,0,3.7,3.7
2016,8,4,1,3.7,4.0
2016,8,4,2,4.3,4.3
