year,month,day,time,foF2,foF2_
2016,10,26,17,11.3,11.3
2016,10,26,18,11.3,11.1
2016,10,26,19,12.1,12.1
2016,10,26,20,13.1,13.1
2016,10,26,21,12.1,12.1
2016,10,26,22,C,11.7
2016,10,26,23,12.3,12.1
2016,10,27,0,12.8,10.3
2016,10,27,1,10.4,10.4
2016,10,27,2,8.0,7.7
2016,10,27,3,7.5,7.5
2016,10,27,4,8.3,8.3
2016,10,27,5,9.2,9.2
2016,10,27,6,8.4,8.4
2016,10,27,7,7.2,7.2
2016,10,27,8,6.3,6.3
2016,10,27,9,4.5,4.5
2016,10,27,10,5.0,5.1
2016,10,27,11,6.9,6.9
2016,10,27,12,6.3,6.3
2016,10,27,13,7.3,7.3
2016,10,27,14,8.3,8.3
2016,10,27,15,9.8,9.8
2016,10,27,16,11.2,11.2
2016,10,27,17,12.5,12.5
2016,10,27,18,11.4,11.4
2016,10,27,19,11.3,11.3
2016,10,27,20,12.6,12.6
2016,10,27,21,13.5,13.5
2016,10,27,22,14.2,14.1
2016,10,27,23,14.3,14.3
2016,10,28,0,12.4,12.4
2016,10,28,1,10.7,10.7
2016,10,28,2,7.9,7.9
2016,10,28,3,8.1,8.1
2016,10,28,4,7.9,7.9
2016,10,28,5,7.9,7.3
2016,10,28,6,C,7.0
2016,10,28,7,6.4,6.4
2016,10,28,8,5.8,6.1
2016,10,28,9,6.0,6.0
2016,10,28,10,5.0,5.0
2016,10,28,11,5.8,5.8
2016,10,28,12,7.1,7.1
2016,10,28,13,8.4,8.4
2016,10,28,14,8.5,8.5
2016,10,28,15,8.9,8.9
2016,10,28,16,10.4,10.4
2016,10,28,17,12.0,12.0
2016,10,28,18,13.3,13.2
2016,10,28,19,14.8,14.8
2016,10,28,20,14.8,14.9
2016,10,28,21,14.3,14.3
2016,10,28,22,12.3,12.3
2016,10,28,23,11.1,11.1
2016,10,29,0,9.6,9.6
2016,10,29,1,7.8,7.8
2016,10,29,2,C,6.7
2016,10,29,3,C,C
2016,10,29,4,C,C
2016,10,29,5,C,C
2016,10,29,6,C,C
2016,10,29,7,C,C
2016,10,29,8,C,C
2016,10,29,9,4.3,4.3
2016,10,29,10,5.3,5.3
2016,10,29,11,6.3,6.3
2016,10,29,12,7.3,7.3
2016,10,29,13,7.7,7.7
2016,10,29,14,8.6,8.6
2016,10,29,15,10.5,10.5
2016,10,29,16,11.4,11.4
2016,10,29,17,9.7,9.7
2016,10,29,18,10.2,10.2
2016,10,29,19,C,11.5
2016,10,29,20,12.7,12.7
2016,10,29,21,13.1,13.1
2016,10,29,22,12.2,12.2
2016,10,29,23,13.8,13.8
2016,10,30,0,11.9,11.8
2016,10,30,1,9.7,9.5
2016,10,30,2,6.2,6.2
2016,10,30,3,5.7,5.7
2016,10,30,4,5.8,5.9
2016,10,30,5,5.2,5.2
2016,10,30,6,5.0,5.0
2016,10,30,7,5.0,5.0
2016,10,30,8,4.4,4.4
2016,10,30,9,3.3,3.1
2016,10,30,10,4.8,4.8
2016,10,30,11,6.3,6.3
2016,10,30,12,6.9,7.1
2016,10,30,13,8.7,8.5
2016,10,30,14,8.8,8.8
2016,10,30,15,9.3,9.3
2016,10,30,16,10.1,10.1
2016,10,30,17,C,11.4
2016,10,30,18,14.1,14.1
2016,10,30,19,13.1,13.1
2016,10,30,20,10.3,10.3
2016,10,30,21,9.4,9.4
2016,10,30,22,10.6,10.6
2016,10,30,23,13.1,13.1
2016,10,31,0,9.7,9.7
2016,10,31,1,7.4,7.4
2016,10,31,2,5.9,5.9
2016,10,31,3,6.1,6.1
2016,10,31,4,6.4,6.4
2016,10,31,5,C,6.0
2016,10,31,6,5.7,5.7
2016,10,31,7,5.6,5.6
2016,10,31,8,4.9,4.9
2016,10,31,9,4.4,4.4
2016,10,31,10,4.5,4.5
2016,10,31,11,4.9,4.9
2016,10,31,12,5.9,5.9
2016,10,31,13,6.8,6.8
2016,10,31,14,7.9,7.9
2016,10,31,15,9.0,9.0
2016,10,31,16,11.1,11.1
2016,10,31,17,13.3,13.3
2016,10,31,18,14.1,14.1
2016,10,31,19,15.0,15.0
2016,10,31,20,16.1,16.1
2016,10,31,21,14.9,14.9
2016,10,31,22,12.6,12.6
2016,10,31,23,11.1,11.1
