year,month,day,time,foF2,foF2_
2016,11,4,1,9.2,8.9
2016,11,4,2,7.0,7.0
2016,11,4,3,6.4,6.4
2016,11,4,4,6.7,6.4
2016,11,4,5,6.7,6.3
2016,11,4,6,8.0,8.0
2016,11,4,7,7.1,7.1
2016,11,4,8,4.2,4.5
2016,11,4,9,3.8,3.8
2016,11,4,10,4.9,4.9
2016,11,4,11,5.8,5.8
2016,11,4,12,6.5,6.5
2016,11,4,13,7.6,7.8
2016,11,4,14,8.2,8.2
2016,11,4,15,8.6,8.6
2016,11,4,16,9.1,9.1
2016,11,4,17,9.6,9.6
2016,11,4,18,10.1,10.1
2016,11,4,19,10.6,10.6
2016,11,4,20,10.6,10.6
2016,11,4,21,10.1,10.1
2016,11,4,22,9.8,9.8
2016,11,4,23,9.8,9.8
2016,11,5,0,9.7,9.7
2016,11,5,1,9.8,9.8
2016,11,5,2,11.5,11.2
2016,11,5,3,10.5,10.5
2016,11,5,4,C,C
2016,11,5,5,C,C
2016,11,5,6,C,C
2016,11,5,7,4.6,4.6
2016,11,5,8,3.9,3.9
2016,11,5,9,3.1,3.3
2016,11,5,10,4.6,4.6
2016,11,5,11,5.8,5.8
2016,11,5,12,7.0,7.0
2016,11,5,13,8.3,8.3
2016,11,5,14,8.4,8.4
2016,11,5,15,8.6,8.6
2016,11,5,16,9.6,9.6
2016,11,5,17,10.6,10.6
2016,11,5,18,11.0,11.0
2016,11,5,19,11.2,11.2
2016,11,5,20,11.8,11.8
2016,11,5,21,C,11.9
2016,11,5,22,C,10.8
2016,11,5,23,C,10.5
2016,11,6,0,11.0,10.9
2016,11,6,1,11.7,11.7
2016,11,6,2,C,C
2016,11,6,3,C,C
2016,11,6,4,6.8,6.8
2016,11,6,5,5.1,5.1
2016,11,6,6,5.0,5.0
2016,11,6,7,4.2,4.2
2016,11,6,8,3.5,3.5
2016,11,6,9,3.4,3.4
2016,11,6,10,4.5,4.5
2016,11,6,11,5.3,5.3
2016,11,6,12,5.8,5.8
2016,11,6,13,6.3,6.3
2016,11,6,14,7.4,7.4
2016,11,6,15,8.4,8.5
2016,11,6,16,9.6,9.6
2016,11,6,17,C,10.3
2016,11,6,18,11.7,11.7
2016,11,6,19,12.0,12.0
2016,11,6,20,13.2,13.2
2016,11,6,21,13.0,13.0
2016,11,6,22,12.9,12.9
2016,11,6,23,13.3,13.3
2016,11,7,0,11.8,11.8
2016,11,7,1,11.4,11.4
2016,11,7,2,10.4,10.4
2016,11,7,3,C,9.5
2016,11,7,4,C,7.6
2016,11,7,5,7.2,7.2
2016,11,7,6,6.9,6.9
2016,11,7,7,5.6,5.8
2016,11,7,8,5.4,5.4
2016,11,7,9,5.1,5.1
2016,11,7,10,6.5,6.5
2016,11,7,11,5.8,5.8
2016,11,7,12,5.5,5.5
2016,11,7,13,6.0,6.0
2016,11,7,14,6.5,6.5
2016,11,7,15,7.4,7.4
2016,11,7,16,8.1,8.1
2016,11,7,17,9.1,9.1
2016,11,7,18,10.1,10.1
2016,11,7,19,10.9,10.8
2016,11,7,20,11.9,11.9
2016,11,7,21,10.8,10.8
2016,11,7,22,C,10.6
2016,11,7,23,9.6,9.6
2016,11,8,0,8.2,8.2
2016,11,8,1,7.4,7.4
2016,11,8,2,4.7,4.8
2016,11,8,3,4.7,5.0
2016,11,8,4,4.5,4.5
2016,11,8,5,4.7,4.5
2016,11,8,6,C,4.8
2016,11,8,7,4.7,4.7
2016,11,8,8,3.9,3.9
2016,11,8,9,3.9,3.9
2016,11,8,10,5.3,5.3
2016,11,8,11,7.0,7.1
2016,11,8,12,5.8,5.8
2016,11,8,13,5.4,5.7
2016,11,8,14,5.9,5.9
2016,11,8,15,7.0,7.0
2016,11,8,16,8.6,8.6
2016,11,8,17,9.5,9.5
2016,11,8,18,10.1,10.1
2016,11,8,19,10.8,10.8
2016,11,8,20,11.9,11.9
2016,11,8,21,12.1,12.1
2016,11,8,22,C,11.4
2016,11,8,23,12.1,12.1
2016,11,9,0,11.5,11.5
2016,11,9,1,10.2,9.7
2016,11,9,2,C,C
2016,11,9,3,C,C
2016,11,9,4,C,7.4
2016,11,9,5,6.0,6.7
2016,11,9,6,5.3,5.5
2016,11,9,7,5.3,5.3
2016,11,9,8,4.9,4.9
2016,11,9,9,4.3,4.3
2016,11,9,10,5.4,5.4
2016,11,9,11,5.8,5.8
2016,11,9,12,6.4,6.4
2016,11,9,13,6.0,6.0
2016,11,9,14,6.7,6.7
2016,11,9,15,7.8,7.8
2016,11,9,16,8.6,8.6
2016,11,9,17,9.4,9.4
2016,11,9,18,10.9,10.7
2016,11,9,19,11.4,11.4
2016,11,9,20,10.9,10.9
2016,11,9,21,10.3,10.3
2016,11,9,22,11.4,11.4
2016,11,9,23,11.1,11.1
2016,11,10,0,9.7,9.7
2016,11,10,1,10.2,9.9
2016,11,10,2,10.2,9.8
2016,11,10,3,9.2,8.9
2016,11,10,4,C,C
2016,11,10,5,C,C
2016,11,10,6,C,C
2016,11,10,7,C,C
2016,11,10,8,C,C
2016,11,10,9,5.8,5.8
2016,11,10,10,6.3,6.3
2016,11,10,11,7.3,7.3
2016,11,10,12,6.3,6.6
2016,11,10,13,7.4,7.4
2016,11,10,14,8.1,8.1
2016,11,10,15,8.9,8.9
2016,11,10,16,9.6,9.6
2016,11,10,17,10.4,10.6
2016,11,10,18,11.6,11.6
2016,11,10,19,11.6,11.6
2016,11,10,20,13.4,13.4
2016,11,10,21,11.3,11.0
2016,11,10,22,9.4,9.5
2016,11,10,23,9.8,9.8
2016,11,11,0,9.2,9.2
2016,11,11,1,10.7,9.5
2016,11,11,2,C,C
2016,11,11,3,9.1,9.1
2016,11,11,4,8.2,8.2
2016,11,11,5,8.1,8.1
2016,11,11,6,7.3,7.3
2016,11,11,7,6.7,6.8
2016,11,11,8,6.3,6.6
2016,11,11,9,6.0,6.0
2016,11,11,10,4.8,4.8
2016,11,11,11,7.6,7.9
2016,11,11,12,8.3,8.5
2016,11,11,13,7.9,7.1
2016,11,11,14,8.9,8.9
2016,11,11,15,9.4,9.4
2016,11,11,16,8.9,8.9
2016,11,11,17,9.1,9.1
2016,11,11,18,10.3,10.3
2016,11,11,19,10.4,10.4
2016,11,11,20,10.9,10.9
2016,11,11,21,11.3,11.3
2016,11,11,22,11.6,11.6
2016,11,11,23,12.0,12.0
2016,11,12,0,12.3,12.3
2016,11,12,1,10.2,10.2
2016,11,12,2,8.7,8.7
2016,11,12,3,7.5,7.5
2016,11,12,4,6.8,6.8
2016,11,12,5,7.3,7.3
2016,11,12,6,6.9,6.9
2016,11,12,7,3.5,4.4
2016,11,12,8,3.7,3.8
2016,11,12,9,3.6,3.6
2016,11,12,10,4.8,4.8
2016,11,12,11,6.5,6.5
2016,11,12,12,7.6,7.2
2016,11,12,13,9.1,9.1
2016,11,12,14,9.1,9.1
2016,11,12,15,9.3,10.0
2016,11,12,16,10.9,10.9
2016,11,12,17,11.6,11.6
2016,11,12,18,12.1,12.1
2016,11,12,19,13.8,13.8
2016,11,12,20,14.1,14.1
2016,11,12,21,13.8,13.8
2016,11,12,22,14.4,14.4
2016,11,12,23,14.5,14.5
2016,11,13,0,15.4,15.4
2016,11,13,1,15.5,15.5
2016,11,13,2,C,14.6
2016,11,13,3,C,C
2016,11,13,4,C,C
2016,11,13,5,C,C
2016,11,13,6,C,11.9
2016,11,13,7,10.2,10.2
2016,11,13,8,C,8.8
2016,11,13,9,C,C
2016,11,13,10,6.1,5.6
2016,11,13,11,7.7,7.7
2016,11,13,12,7.5,7.5
2016,11,13,13,8.2,7.7
2016,11,13,14,8.2,8.2
2016,11,13,15,9.6,9.6
2016,11,13,16,10.1,10.1
2016,11,13,17,9.8,9.8
2016,11,13,18,10.1,10.1
2016,11,13,19,C,10.0
2016,11,13,20,11.1,11.1
2016,11,13,21,12.1,12.1
2016,11,13,22,11.3,11.4
2016,11,13,23,C,C
2016,11,14,0,C,C
2016,11,14,1,C,C
2016,11,14,2,C,C
2016,11,14,3,C,C
2016,11,14,4,C,C
2016,11,14,5,C,C
2016,11,14,6,C,C
2016,11,14,7,C,C
2016,11,14,8,C,C
2016,11,14,9,C,C
2016,11,14,10,5.8,5.8
2016,11,14,11,6.3,6.3
2016,11,14,12,6.1,5.9
2016,11,14,13,6.0,6.2
2016,11,14,14,6.9,7.0
2016,11,14,15,8.1,8.1
2016,11,14,16,9.4,9.4
2016,11,14,17,10.8,10.8
2016,11,14,18,10.9,10.9
2016,11,14,19,11.1,11.1
2016,11,14,20,11.9,11.9
2016,11,14,21,11.1,11.1
2016,11,14,22,10.4,10.4
2016,11,14,23,9.9,9.9
2016,11,15,0,9.3,9.5
2016,11,15,1,9.9,9.8
2016,11,15,2,9.1,9.1
2016,11,15,3,9.0,9.0
2016,11,15,4,8.1,8.1
2016,11,15,5,8.3,8.3
2016,11,15,6,8.3,8.3
2016,11,15,7,6.8,7.0
2016,11,15,8,6.3,6.3
2016,11,15,9,5.9,5.9
2016,11,15,10,6.0,6.0
2016,11,15,11,7.2,7.2
2016,11,15,12,7.7,7.7
2016,11,15,13,7.7,7.7
2016,11,15,14,8.3,8.3
2016,11,15,15,9.1,9.1
2016,11,15,16,10.0,10.0
2016,11,15,17,10.6,10.6
2016,11,15,18,11.1,11.1
2016,11,15,19,11.6,11.6
2016,11,15,20,11.8,11.8
2016,11,15,21,13.6,13.6
2016,11,15,22,10.9,10.9
2016,11,15,23,10.1,10.1
2016,11,16,0,10.7,10.7
2016,11,16,1,9.8,9.6
2016,11,16,2,8.6,8.5
2016,11,16,3,8.4,8.0
2016,11,16,4,C,7.3
2016,11,16,5,7.8,7.5
2016,11,16,6,C,8.0
2016,11,16,7,7.4,7.2
2016,11,16,8,C,C
2016,11,16,9,3.3,3.3
2016,11,16,10,4.5,4.7
2016,11,16,11,6.3,6.5
2016,11,16,12,6.8,6.8
2016,11,16,13,7.3,7.4
2016,11,16,14,8.4,8.4
2016,11,16,15,9.3,9.3
2016,11,16,16,9.6,9.7
2016,11,16,17,10.3,10.4
2016,11,16,18,11.6,11.6
2016,11,16,19,12.9,12.9
2016,11,16,20,12.8,12.8
2016,11,16,21,10.7,10.7
2016,11,16,22,9.8,9.6
2016,11,16,23,8.0,8.0
2016,11,17,0,7.5,7.5
2016,11,17,1,6.6,6.6
2016,11,17,2,5.7,5.7
2016,11,17,3,5.9,5.9
2016,11,17,4,5.5,5.5
2016,11,17,5,5.4,5.4
2016,11,17,6,5.9,5.9
2016,11,17,7,4.9,5.1
2016,11,17,8,2.8,2.8
2016,11,17,9,2.9,3.1
2016,11,17,10,4.6,4.6
2016,11,17,11,5.3,5.3
2016,11,17,12,5.5,5.8
2016,11,17,13,7.0,7.0
2016,11,17,14,7.9,7.9
2016,11,17,15,8.8,8.8
2016,11,17,16,9.6,9.6
2016,11,17,17,9.6,9.6
2016,11,17,18,10.3,10.3
2016,11,17,19,10.6,10.8
2016,11,17,20,11.3,11.3
2016,11,17,21,12.3,12.2
2016,11,17,22,12.1,12.5
2016,11,17,23,8.9,8.9
2016,11,18,0,5.5,5.5
2016,11,18,1,5.5,5.5
2016,11,18,2,C,C
2016,11,18,3,C,C
2016,11,18,4,C,C
2016,11,18,5,5.8,5.5
2016,11,18,6,5.7,5.7
2016,11,18,7,5.2,5.2
2016,11,18,8,4.0,3.8
2016,11,18,9,4.2,4.2
2016,11,18,10,4.7,4.7
2016,11,18,11,6.3,6.3
2016,11,18,12,7.0,7.0
2016,11,18,13,8.3,8.3
2016,11,18,14,8.5,8.5
2016,11,18,15,8.5,8.5
2016,11,18,16,9.3,9.3
2016,11,18,17,10.1,10.1
2016,11,18,18,10.4,10.6
2016,11,18,19,11.6,11.6
2016,11,18,20,9.9,9.9
2016,11,18,21,11.3,11.3
2016,11,18,22,10.9,11.1
2016,11,18,23,9.9,9.9
2016,11,19,0,7.3,7.3
2016,11,19,1,6.0,5.8
2016,11,19,2,5.1,5.1
2016,11,19,3,4.7,4.7
2016,11,19,4,4.6,4.6
2016,11,19,5,4.9,4.9
2016,11,19,6,4.5,4.5
2016,11,19,7,4.0,4.0
2016,11,19,8,3.8,3.8
2016,11,19,9,4.3,4.1
2016,11,19,10,4.4,4.4
2016,11,19,11,5.5,5.3
2016,11,19,12,6.0,6.2
2016,11,19,13,6.2,6.2
2016,11,19,14,6.9,6.9
2016,11,19,15,8.3,8.3
2016,11,19,16,9.1,9.1
2016,11,19,17,9.1,9.3
2016,11,19,18,9.6,9.6
2016,11,19,19,10.6,10.6
2016,11,19,20,11.3,11.3
2016,11,19,21,11.4,11.4
2016,11,19,22,11.3,11.3
2016,11,19,23,11.6,11.6
2016,11,20,0,9.8,9.8
2016,11,20,1,7.6,7.6
2016,11,20,2,6.8,6.8
2016,11,20,3,6.5,6.5
2016,11,20,4,6.2,6.2
2016,11,20,5,6.2,6.2
2016,11,20,6,5.4,5.4
2016,11,20,7,5.0,5.0
2016,11,20,8,C,C
2016,11,20,9,5.2,5.2
2016,11,20,10,5.5,5.5
2016,11,20,11,5.5,5.5
2016,11,20,12,5.9,5.9
2016,11,20,13,6.9,6.9
2016,11,20,14,7.4,7.4
2016,11,20,15,7.9,7.9
2016,11,20,16,8.6,8.8
2016,11,20,17,9.6,9.7
2016,11,20,18,10.8,10.8
2016,11,20,19,11.4,11.4
2016,11,20,20,11.6,11.6
2016,11,20,21,11.3,11.3
2016,11,20,22,11.2,11.2
2016,11,20,23,10.0,10.0
2016,11,21,0,8.1,8.1
2016,11,21,1,6.9,6.8
2016,11,21,2,6.0,6.0
2016,11,21,3,5.7,5.7
2016,11,21,4,5.4,5.4
2016,11,21,5,5.4,5.0
2016,11,21,6,5.1,5.1
2016,11,21,7,C,C
2016,11,21,8,C,5.2
2016,11,21,9,5.5,5.5
2016,11,21,10,4.8,4.8
2016,11,21,11,5.0,5.0
2016,11,21,12,5.1,5.3
2016,11,21,13,5.5,5.5
2016,11,21,14,6.1,6.1
2016,11,21,15,7.1,7.1
2016,11,21,16,8.3,8.4
2016,11,21,17,9.6,9.6
2016,11,21,18,10.6,10.6
2016,11,21,19,11.6,11.6
2016,11,21,20,11.6,11.6
2016,11,21,21,11.1,11.1
2016,11,21,22,9.3,9.3
2016,11,21,23,9.3,9.3
2016,11,22,0,8.7,8.7
2016,11,22,1,8.0,8.0
2016,11,22,2,7.3,7.0
2016,11,22,3,6.2,5.8
2016,11,22,4,6.0,6.2
2016,11,22,5,C,5.5
2016,11,22,6,C,5.5
2016,11,22,7,C,5.6
2016,11,22,8,5.0,5.0
2016,11,22,9,4.7,4.7
2016,11,22,10,5.5,5.5
2016,11,22,11,5.6,5.6
2016,11,22,12,6.1,6.1
2016,11,22,13,6.7,6.8
2016,11,22,14,7.1,7.1
2016,11,22,15,7.9,7.9
2016,11,22,16,8.6,8.6
2016,11,22,17,9.3,9.3
2016,11,22,18,9.9,9.9
2016,11,22,19,10.8,10.8
2016,11,22,20,11.6,11.6
2016,11,22,21,12.9,12.9
2016,11,22,22,12.7,12.7
2016,11,22,23,12.6,12.6
2016,11,23,0,10.0,10.0
2016,11,23,1,8.8,8.8
2016,11,23,2,7.5,7.5
2016,11,23,3,7.8,7.8
2016,11,23,4,C,C
2016,11,23,5,C,C
2016,11,23,6,C,C
2016,11,23,7,C,C
2016,11,23,8,5.3,5.3
2016,11,23,9,C,C
2016,11,23,10,4.4,4.4
2016,11,23,11,5.3,5.3
2016,11,23,12,6.8,6.8
2016,11,23,13,6.8,6.8
2016,11,23,14,8.1,8.1
2016,11,23,15,8.9,8.9
2016,11,23,16,10.1,10.1
2016,11,23,17,11.1,11.1
2016,11,23,18,11.1,11.1
2016,11,23,19,10.8,10.8
2016,11,23,20,9.8,9.8
2016,11,23,21,9.9,9.9
2016,11,23,22,10.7,10.7
2016,11,23,23,12.2,12.2
2016,11,24,0,13.7,13.7
2016,11,24,1,15.0,15.0
2016,11,24,2,C,C
2016,11,24,3,C,C
2016,11,24,4,C,C
2016,11,24,5,C,10.0
2016,11,24,6,C,C
2016,11,24,7,C,C
2016,11,24,8,C,C
2016,11,24,9,5.9,5.7
2016,11,24,10,4.9,4.6
2016,11,24,11,5.3,5.3
2016,11,24,12,6.2,6.2
2016,11,24,13,7.0,6.8
2016,11,24,14,7.8,7.8
2016,11,24,15,8.4,8.6
2016,11,24,16,9.1,9.1
2016,11,24,17,10.1,10.1
2016,11,24,18,10.9,10.9
2016,11,24,19,11.8,11.8
2016,11,24,20,10.4,10.4
2016,11,24,21,9.0,9.0
2016,11,24,22,9.4,9.4
2016,11,24,23,9.5,9.5
2016,11,25,0,9.5,9.5
2016,11,25,1,9.5,9.5
2016,11,25,2,C,8.6
2016,11,25,3,C,C
2016,11,25,4,C,C
2016,11,25,5,8.6,7.7
2016,11,25,6,9.1,9.1
2016,11,25,7,5.6,5.6
2016,11,25,8,C,4.9
2016,11,25,9,5.7,5.4
2016,11,25,10,5.3,5.3
2016,11,25,11,6.4,6.4
2016,11,25,12,5.1,5.1
2016,11,25,13,5.9,5.6
2016,11,25,14,7.6,7.6
2016,11,25,15,8.4,8.4
2016,11,25,16,8.9,8.9
2016,11,25,17,10.3,10.3
2016,11,25,18,10.8,10.8
2016,11,25,19,10.1,10.1
2016,11,25,20,10.0,10.0
2016,11,25,21,10.1,10.1
2016,11,25,22,9.9,9.9
2016,11,25,23,9.6,9.6
2016,11,26,0,9.5,9.5
2016,11,26,1,9.0,9.0
2016,11,26,2,8.5,8.5
2016,11,26,3,7.9,7.9
2016,11,26,4,7.5,7.5
2016,11,26,5,7.5,7.5
2016,11,26,6,7.3,7.3
2016,11,26,7,5.2,5.4
2016,11,26,8,5.0,5.0
2016,11,26,9,4.3,4.6
2016,11,26,10,5.4,5.4
2016,11,26,11,5.0,5.1
2016,11,26,12,5.6,5.7
2016,11,26,13,6.4,6.8
2016,11,26,14,7.3,7.3
2016,11,26,15,8.5,8.1
2016,11,26,16,9.3,9.3
2016,11,26,17,10.3,10.3
2016,11,26,18,11.3,11.3
2016,11,26,19,11.9,11.9
2016,11,26,20,12.1,12.1
2016,11,26,21,10.6,10.6
2016,11,26,22,10.6,10.6
2016,11,26,23,9.7,9.7
2016,11,27,0,10.1,9.8
2016,11,27,1,9.4,9.1
2016,11,27,2,7.8,7.8
2016,11,27,3,6.8,6.8
2016,11,27,4,6.4,6.4
2016,11,27,5,6.3,6.3
2016,11,27,6,5.9,5.9
2016,11,27,7,4.2,4.2
2016,11,27,8,3.4,3.6
2016,11,27,9,3.6,3.6
2016,11,27,10,4.8,4.8
2016,11,27,11,6.5,6.5
2016,11,27,12,6.5,6.9
2016,11,27,13,6.3,6.3
2016,11,27,14,7.4,7.1
2016,11,27,15,8.3,8.3
2016,11,27,16,10.4,10.4
2016,11,27,17,11.1,11.1
2016,11,27,18,9.9,9.9
2016,11,27,19,9.1,9.1
2016,11,27,20,9.9,9.7
2016,11,27,21,10.4,10.4
2016,11,27,22,11.4,11.4
2016,11,27,23,11.8,11.5
2016,11,28,0,10.6,10.6
2016,11,28,1,9.2,9.2
2016,11,28,2,8.8,9.1
2016,11,28,3,8.2,8.2
2016,11,28,4,7.4,7.4
2016,11,28,5,7.3,7.3
2016,11,28,6,7.1,7.3
2016,11,28,7,6.5,6.5
2016,11,28,8,4.6,4.8
2016,11,28,9,4.4,4.6
2016,11,28,10,5.1,5.1
2016,11,28,11,6.3,6.3
2016,11,28,12,6.2,6.2
2016,11,28,13,7.2,7.2
2016,11,28,14,7.8,7.8
2016,11,28,15,8.3,8.3
2016,11,28,16,9.1,9.1
2016,11,28,17,10.1,10.1
2016,11,28,18,11.1,11.1
2016,11,28,19,10.6,10.6
2016,11,28,20,10.1,10.1
2016,11,28,21,9.6,9.6
2016,11,28,22,9.9,9.9
2016,11,28,23,9.5,9.5
2016,11,29,0,8.8,8.8
2016,11,29,1,8.4,8.4
2016,11,29,2,8.2,8.2
2016,11,29,3,7.8,7.8
2016,11,29,4,7.5,7.5
2016,11,29,5,7.6,7.6
2016,11,29,6,7.8,7.8
2016,11,29,7,6.1,6.1
2016,11,29,8,5.4,5.4
2016,11,29,9,4.8,4.8
2016,11,29,10,5.7,5.5
2016,11,29,11,5.4,5.5
2016,11,29,12,5.7,6.2
2016,11,29,13,7.6,7.6
2016,11,29,14,8.4,8.4
2016,11,29,15,9.1,9.1
2016,11,29,16,10.1,10.1
2016,11,29,17,11.0,11.0
2016,11,29,18,11.8,11.8
2016,11,29,19,10.9,10.9
2016,11,29,20,9.6,9.6
2016,11,29,21,8.2,8.2
2016,11,29,22,8.2,8.2
2016,11,29,23,8.6,8.6
2016,11,30,0,8.9,8.9
2016,11,30,1,8.8,8.8
2016,11,30,2,8.2,8.2
2016,11,30,3,7.8,7.8
2016,11,30,4,7.4,7.4
2016,11,30,5,7.3,7.3
2016,11,30,6,7.1,7.1
2016,11,30,7,6.5,6.5
2016,11,30,8,5.9,5.9
2016,11,30,9,4.6,4.6
2016,11,30,10,4.9,4.9
2016,11,30,11,6.4,5.8
2016,11,30,12,6.2,5.9
2016,11,30,13,7.3,7.3
2016,11,30,14,8.6,8.6
2016,11,30,15,9.7,9.7
2016,11,30,16,11.3,11.3
2016,11,30,17,11.7,11.7
2016,11,30,18,11.0,11.0
2016,11,30,19,10.3,10.3
2016,11,30,20,10.5,10.5
2016,11,30,21,9.8,9.8
2016,11,30,22,9.1,9.1
2016,11,30,23,9.1,9.1
